"unitid","institution name","year","C2012_A.First or Second Major","C2012_A.CIP Code -  2010 Classification","CipTitle","C2012_A.Award Level code","C2012_A_RV.Program offered as a distance education program","C2012_A_RV.Grand total","C2012_A_RV.Grand total men","C2012_A_RV.Grand total women","C2012_A_RV.American Indian or Alaska Native total","C2012_A_RV.American Indian or Alaska Native men","C2012_A_RV.American Indian or Alaska Native women","C2012_A_RV.Asian total","C2012_A_RV.Asian men","C2012_A_RV.Asian women","C2012_A_RV.Black or African American total","C2012_A_RV.Black or African American men","C2012_A_RV.Black or African American women","C2012_A_RV.Hispanic or Latino total","C2012_A_RV.Hispanic or Latino men","C2012_A_RV.Hispanic or Latino women","C2012_A_RV.Native Hawaiian or Other Pacific Islander total","C2012_A_RV.Native Hawaiian or Other Pacific Islander men","C2012_A_RV.Native Hawaiian or Other Pacific Islander women","C2012_A_RV.White total","C2012_A_RV.White men","C2012_A_RV.White women","C2012_A_RV.Two or more races total","C2012_A_RV.Two or more races men","C2012_A_RV.Two or more races women","C2012_A_RV.Race/ethnicity unknown total","C2012_A_RV.Race/ethnicity unknown men","C2012_A_RV.Race/ethnicity unknown women","C2012_A_RV.Nonresident alien total","C2012_A_RV.Nonresident alien men","C2012_A_RV.Nonresident alien women","IDX_C"
"110635","University of California-Berkeley","2012","Second major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","43","37","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","20","18","2","0","0","0","9","9","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","43","37","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","20","18","2","0","0","0","9","9","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40.02'","Astronomy and Astrophysics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.02'","Astronomy and Astrophysics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.02'","Astronomy and Astrophysics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0202'","Astrophysics","Bachelor's degree","No","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0202'","Astrophysics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0202'","Astrophysics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0603'","Geophysics and Seismology","Bachelor's degree","No","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0603'","Geophysics and Seismology","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0603'","Geophysics and Seismology","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110635","University of California-Berkeley","2012","Second major","'40.08'","Physics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","38","32","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","16","14","2","0","0","0","8","8","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40.08'","Physics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","38","32","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","16","14","2","0","0","0","8","8","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40.08'","Physics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","38","32","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","16","14","2","0","0","0","8","8","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0801'","Physics, General","Bachelor's degree","No","38","32","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","16","14","2","0","0","0","8","8","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0801'","Physics, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","38","32","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","16","14","2","0","0","0","8","8","0","4","3","1","-2"
"110635","University of California-Berkeley","2012","Second major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","38","32","6","0","0","0","9","6","3","0","0","0","1","1","0","0","0","0","16","14","2","0","0","0","8","8","0","4","3","1","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","213","129","84","0","0","0","87","40","47","1","1","0","23","15","8","1","1","0","82","56","26","4","4","0","11","9","2","4","3","1","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","38","19","19","0","0","0","5","2","3","0","0","0","1","0","1","0","0","0","26","12","14","1","0","1","2","2","0","3","3","0","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Post-master's certificate","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","321","195","126","0","0","0","104","50","54","2","1","1","25","16","9","1","1","0","134","86","48","5","4","1","20","17","3","30","20","10","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Certificates above the baccalaureate total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","322","196","126","0","0","0","104","50","54","2","1","1","25","16","9","1","1","0","135","87","48","5","4","1","20","17","3","30","20","10","-2"
"110644","University of California-Davis","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","70","47","23","0","0","0","12","8","4","1","0","1","1","1","0","0","0","0","26","18","8","0","0","0","7","6","1","23","14","9","-2"
"110644","University of California-Davis","2012","First major","'40.04'","Atmospheric Sciences and Meteorology","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","4","2","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.04'","Atmospheric Sciences and Meteorology","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.04'","Atmospheric Sciences and Meteorology","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","5","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","5","4","1","0","0","0","0","0","0","2","1","1","-2"
"110644","University of California-Davis","2012","First major","'40.04'","Atmospheric Sciences and Meteorology","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","5","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","5","4","1","0","0","0","0","0","0","2","1","1","-2"
"110644","University of California-Davis","2012","First major","'40.04'","Atmospheric Sciences and Meteorology","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","-2"
"110644","University of California-Davis","2012","First major","'40.0401'","Atmospheric Sciences and Meteorology, General","Bachelor's degree","No","6","4","2","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0401'","Atmospheric Sciences and Meteorology, General","Master's degree","No","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0401'","Atmospheric Sciences and Meteorology, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","5","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","5","4","1","0","0","0","0","0","0","2","1","1","-2"
"110644","University of California-Davis","2012","First major","'40.0401'","Atmospheric Sciences and Meteorology, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","5","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","5","4","1","0","0","0","0","0","0","2","1","1","-2"
"110644","University of California-Davis","2012","First major","'40.0401'","Atmospheric Sciences and Meteorology, General","Doctor's degree - research/scholarship","No","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","129","71","58","0","0","0","74","33","41","1","1","0","14","10","4","0","0","0","28","17","11","4","4","0","5","4","1","3","2","1","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","10","5","5","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Post-master's certificate","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","178","101","77","0","0","0","84","40","44","2","1","1","14","10","4","0","0","0","46","27","19","4","4","0","9","7","2","19","12","7","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Certificates above the baccalaureate total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","179","102","77","0","0","0","84","40","44","2","1","1","14","10","4","0","0","0","47","28","19","4","4","0","9","7","2","19","12","7","-2"
"110644","University of California-Davis","2012","First major","'40.05'","Chemistry","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","39","25","14","0","0","0","6","5","1","1","0","1","0","0","0","0","0","0","12","7","5","0","0","0","4","3","1","16","10","6","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Bachelor's degree","No","129","71","58","0","0","0","74","33","41","1","1","0","14","10","4","0","0","0","28","17","11","4","4","0","5","4","1","3","2","1","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Master's degree","No","10","5","5","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Post-master's certificate","No","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","178","101","77","0","0","0","84","40","44","2","1","1","14","10","4","0","0","0","46","27","19","4","4","0","9","7","2","19","12","7","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Certificates above the baccalaureate total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","179","102","77","0","0","0","84","40","44","2","1","1","14","10","4","0","0","0","47","28","19","4","4","0","9","7","2","19","12","7","-2"
"110644","University of California-Davis","2012","First major","'40.0501'","Chemistry, General","Doctor's degree - research/scholarship","No","39","25","14","0","0","0","6","5","1","1","0","1","0","0","0","0","0","0","12","7","5","0","0","0","4","3","1","16","10","6","-2"
"110644","University of California-Davis","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","27","15","12","0","0","0","5","3","2","0","0","0","2","1","1","0","0","0","19","10","9","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","13","6","7","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","11","5","6","0","0","0","0","0","0","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","43","21","22","0","0","0","7","3","4","0","0","0","3","1","2","0","0","0","31","15","16","0","0","0","1","1","0","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","43","21","22","0","0","0","7","3","4","0","0","0","3","1","2","0","0","0","31","15","16","0","0","0","1","1","0","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","0","3","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0601'","Geology/Earth Science, General","Bachelor's degree","No","21","11","10","0","0","0","2","1","1","0","0","0","2","1","1","0","0","0","16","8","8","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0601'","Geology/Earth Science, General","Master's degree","No","5","1","4","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0601'","Geology/Earth Science, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","28","12","16","0","0","0","3","1","2","0","0","0","3","1","2","0","0","0","21","9","12","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","28","12","16","0","0","0","3","1","2","0","0","0","3","1","2","0","0","0","21","9","12","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0601'","Geology/Earth Science, General","Doctor's degree - research/scholarship","No","2","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0605'","Hydrology and Water Resources Science","Bachelor's degree","No","6","4","2","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0605'","Hydrology and Water Resources Science","Master's degree","No","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","3","0","0","0","0","0","0","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.0605'","Hydrology and Water Resources Science","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","15","9","6","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","10","6","4","0","0","0","0","0","0","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.0605'","Hydrology and Water Resources Science","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","15","9","6","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","10","6","4","0","0","0","0","0","0","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.0605'","Hydrology and Water Resources Science","Doctor's degree - research/scholarship","No","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.08'","Physics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","44","36","8","0","0","0","6","4","2","0","0","0","5","4","1","1","1","0","27","23","4","0","0","0","4","3","1","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.08'","Physics","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","14","8","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","8","4","4","1","0","1","2","2","0","2","2","0","-2"
"110644","University of California-Davis","2012","First major","'40.08'","Physics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","84","65","19","0","0","0","11","7","4","0","0","0","6","5","1","1","1","0","48","38","10","1","0","1","9","8","1","8","6","2","-2"
"110644","University of California-Davis","2012","First major","'40.08'","Physics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","84","65","19","0","0","0","11","7","4","0","0","0","6","5","1","1","1","0","48","38","10","1","0","1","9","8","1","8","6","2","-2"
"110644","University of California-Davis","2012","First major","'40.08'","Physics","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","26","21","5","0","0","0","4","3","1","0","0","0","1","1","0","0","0","0","13","11","2","0","0","0","3","3","0","5","3","2","-2"
"110644","University of California-Davis","2012","First major","'40.0801'","Physics, General","Bachelor's degree","No","38","31","7","0","0","0","5","4","1","0","0","0","5","4","1","0","0","0","24","20","4","0","0","0","3","2","1","1","1","0","-2"
"110644","University of California-Davis","2012","First major","'40.0801'","Physics, General","Master's degree","No","14","8","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","8","4","4","1","0","1","2","2","0","2","2","0","-2"
"110644","University of California-Davis","2012","First major","'40.0801'","Physics, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","78","60","18","0","0","0","10","7","3","0","0","0","6","5","1","0","0","0","45","35","10","1","0","1","8","7","1","8","6","2","-2"
"110644","University of California-Davis","2012","First major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","78","60","18","0","0","0","10","7","3","0","0","0","6","5","1","0","0","0","45","35","10","1","0","1","8","7","1","8","6","2","-2"
"110644","University of California-Davis","2012","First major","'40.0801'","Physics, General","Doctor's degree - research/scholarship","No","26","21","5","0","0","0","4","3","1","0","0","0","1","1","0","0","0","0","13","11","2","0","0","0","3","3","0","5","3","2","-2"
"110644","University of California-Davis","2012","First major","'40.0807'","Optics/Optical Sciences","Bachelor's degree","No","2","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0807'","Optics/Optical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0807'","Optics/Optical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0899'","Physics, Other","Bachelor's degree","No","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0899'","Physics, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.0899'","Physics, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.99'","Physical Sciences, Other","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","3","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.99'","Physical Sciences, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","3","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.99'","Physical Sciences, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","3","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.9999'","Physical Sciences, Other","Bachelor's degree","No","7","3","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.9999'","Physical Sciences, Other","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","3","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","First major","'40.9999'","Physical Sciences, Other","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","3","4","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","1","1","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.0501'","Chemistry, General","Bachelor's degree","No","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.0601'","Geology/Earth Science, General","Bachelor's degree","No","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.0601'","Geology/Earth Science, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"110644","University of California-Davis","2012","Second major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
