"unitid","institution name","year","C2012_A.First or Second Major","C2012_A.CIP Code -  2010 Classification","CipTitle","C2012_A.Award Level code","C2012_A_RV.Program offered as a distance education program","C2012_A_RV.Grand total","C2012_A_RV.Grand total men","C2012_A_RV.Grand total women","C2012_A_RV.American Indian or Alaska Native total","C2012_A_RV.American Indian or Alaska Native men","C2012_A_RV.American Indian or Alaska Native women","C2012_A_RV.Asian total","C2012_A_RV.Asian men","C2012_A_RV.Asian women","C2012_A_RV.Black or African American total","C2012_A_RV.Black or African American men","C2012_A_RV.Black or African American women","C2012_A_RV.Hispanic or Latino total","C2012_A_RV.Hispanic or Latino men","C2012_A_RV.Hispanic or Latino women","C2012_A_RV.Native Hawaiian or Other Pacific Islander total","C2012_A_RV.Native Hawaiian or Other Pacific Islander men","C2012_A_RV.Native Hawaiian or Other Pacific Islander women","C2012_A_RV.White total","C2012_A_RV.White men","C2012_A_RV.White women","C2012_A_RV.Two or more races total","C2012_A_RV.Two or more races men","C2012_A_RV.Two or more races women","C2012_A_RV.Race/ethnicity unknown total","C2012_A_RV.Race/ethnicity unknown men","C2012_A_RV.Race/ethnicity unknown women","C2012_A_RV.Nonresident alien total","C2012_A_RV.Nonresident alien men","C2012_A_RV.Nonresident alien women","IDX_C"
"110705","University of California-Santa Barbara","2012","First major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","87","74","13","2","2","0","7","5","2","0","0","0","9","8","1","0","0","0","49","42","7","1","1","0","13","11","2","6","5","1","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.0801'","Physics, General","Doctor's degree - research/scholarship","No","13","12","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","7","6","1","0","0","0","2","2","0","2","2","0","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.10'","Materials Sciences","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","4","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","3","2","1","1","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.10'","Materials Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","11","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","10","7","3","1","1","0","0","0","0","4","3","1","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.10'","Materials Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","11","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","10","7","3","1","1","0","0","0","0","4","3","1","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.10'","Materials Sciences","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","4","3","1","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.1001'","Materials Science","Master's degree","No","7","4","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","3","2","1","1","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.1001'","Materials Science","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","11","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","10","7","3","1","1","0","0","0","0","4","3","1","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.1001'","Materials Science","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","11","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","10","7","3","1","1","0","0","0","0","4","3","1","-2"
"110705","University of California-Santa Barbara","2012","First major","'40.1001'","Materials Science","Doctor's degree - research/scholarship","No","9","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","4","3","1","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0501'","Chemistry, General","Bachelor's degree","No","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0601'","Geology/Earth Science, General","Bachelor's degree","No","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0601'","Geology/Earth Science, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.08'","Physics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.08'","Physics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.08'","Physics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0801'","Physics, General","Bachelor's degree","No","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0801'","Physics, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110705","University of California-Santa Barbara","2012","Second major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","165","115","50","0","0","0","28","17","11","2","2","0","24","14","10","2","2","0","88","64","24","2","2","0","19","14","5","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","20","13","7","0","0","0","1","1","0","0","0","0","3","2","1","0","0","0","10","7","3","0","0","0","6","3","3","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","224","152","72","0","0","0","31","18","13","2","2","0","31","18","13","2","2","0","123","86","37","2","2","0","28","19","9","5","5","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","224","152","72","0","0","0","31","18","13","2","2","0","31","18","13","2","2","0","123","86","37","2","2","0","28","19","9","5","5","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","39","24","15","0","0","0","2","0","2","0","0","0","4","2","2","0","0","0","25","15","10","0","0","0","3","2","1","5","5","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.02'","Astronomy and Astrophysics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","12","4","0","0","0","2","1","1","0","0","0","1","1","0","0","0","0","10","7","3","0","0","0","3","3","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.02'","Astronomy and Astrophysics","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","6","2","4","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","3","1","2","0","0","0","1","0","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.02'","Astronomy and Astrophysics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","26","16","10","0","0","0","4","2","2","0","0","0","2","1","1","0","0","0","14","8","6","0","0","0","4","3","1","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.02'","Astronomy and Astrophysics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","26","16","10","0","0","0","4","2","2","0","0","0","2","1","1","0","0","0","14","8","6","0","0","0","4","3","1","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.02'","Astronomy and Astrophysics","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0201'","Astronomy","Master's degree","No","6","2","4","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","3","1","2","0","0","0","1","0","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0201'","Astronomy","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","10","4","6","0","0","0","2","1","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","1","0","1","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0201'","Astronomy","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","10","4","6","0","0","0","2","1","1","0","0","0","1","0","1","0","0","0","4","1","3","0","0","0","1","0","1","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0201'","Astronomy","Doctor's degree - research/scholarship","No","4","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0202'","Astrophysics","Bachelor's degree","No","16","12","4","0","0","0","2","1","1","0","0","0","1","1","0","0","0","0","10","7","3","0","0","0","3","3","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0202'","Astrophysics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","12","4","0","0","0","2","1","1","0","0","0","1","1","0","0","0","0","10","7","3","0","0","0","3","3","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0202'","Astrophysics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","16","12","4","0","0","0","2","1","1","0","0","0","1","1","0","0","0","0","10","7","3","0","0","0","3","3","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","53","29","24","0","0","0","16","9","7","1","1","0","16","7","9","0","0","0","16","10","6","0","0","0","4","2","2","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.05'","Chemistry","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","65","37","28","0","0","0","17","9","8","1","1","0","17","8","9","0","0","0","24","15","9","0","0","0","5","3","2","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","65","37","28","0","0","0","17","9","8","1","1","0","17","8","9","0","0","0","24","15","9","0","0","0","5","3","2","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.05'","Chemistry","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","9","5","4","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","6","3","3","0","0","0","0","0","0","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0501'","Chemistry, General","Bachelor's degree","No","53","29","24","0","0","0","16","9","7","1","1","0","16","7","9","0","0","0","16","10","6","0","0","0","4","2","2","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0501'","Chemistry, General","Master's degree","No","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","65","37","28","0","0","0","17","9","8","1","1","0","17","8","9","0","0","0","24","15","9","0","0","0","5","3","2","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","65","37","28","0","0","0","17","9","8","1","1","0","17","8","9","0","0","0","24","15","9","0","0","0","5","3","2","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0501'","Chemistry, General","Doctor's degree - research/scholarship","No","9","5","4","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","6","3","3","0","0","0","0","0","0","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","60","40","20","0","0","0","8","5","3","0","0","0","6","5","1","2","2","0","37","24","13","1","1","0","6","3","3","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","7","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","4","2","2","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","81","51","30","0","0","0","8","5","3","0","0","0","8","5","3","2","2","0","50","31","19","1","1","0","10","5","5","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","81","51","30","0","0","0","8","5","3","0","0","0","8","5","3","2","2","0","50","31","19","1","1","0","10","5","5","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.06'","Geological and Earth Sciences/Geosciences","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","14","7","7","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","10","5","5","0","0","0","0","0","0","2","2","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0601'","Geology/Earth Science, General","Bachelor's degree","No","60","40","20","0","0","0","8","5","3","0","0","0","6","5","1","2","2","0","37","24","13","1","1","0","6","3","3","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0601'","Geology/Earth Science, General","Master's degree","No","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0601'","Geology/Earth Science, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","69","46","23","0","0","0","8","5","3","0","0","0","7","5","2","2","2","0","43","28","15","1","1","0","7","4","3","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","69","46","23","0","0","0","8","5","3","0","0","0","7","5","2","2","2","0","43","28","15","1","1","0","7","4","3","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0601'","Geology/Earth Science, General","Doctor's degree - research/scholarship","No","6","3","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","4","2","2","0","0","0","0","0","0","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0607'","Oceanography, Chemical and Physical","Master's degree","No","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","1","2","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0607'","Oceanography, Chemical and Physical","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","12","5","7","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","7","3","4","0","0","0","3","1","2","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0607'","Oceanography, Chemical and Physical","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","12","5","7","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","7","3","4","0","0","0","3","1","2","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0607'","Oceanography, Chemical and Physical","Doctor's degree - research/scholarship","No","8","4","4","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","6","3","3","0","0","0","0","0","0","1","1","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.08'","Physics","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","36","34","2","0","0","0","2","2","0","1","1","0","1","1","0","0","0","0","25","23","2","1","1","0","6","6","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.08'","Physics","Master's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","4","4","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.08'","Physics","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","52","48","4","0","0","0","2","2","0","1","1","0","4","4","0","0","0","0","35","32","3","1","1","0","9","8","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.08'","Physics","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","52","48","4","0","0","0","2","2","0","1","1","0","4","4","0","0","0","0","35","32","3","1","1","0","9","8","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.08'","Physics","Doctor's degree - research/scholarship","Not applicable (2- and  4-digit cip or aggregated award level categories )","12","10","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","8","7","1","0","0","0","3","2","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0801'","Physics, General","Bachelor's degree","No","36","34","2","0","0","0","2","2","0","1","1","0","1","1","0","0","0","0","25","23","2","1","1","0","6","6","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0801'","Physics, General","Master's degree","No","4","4","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0801'","Physics, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","52","48","4","0","0","0","2","2","0","1","1","0","4","4","0","0","0","0","35","32","3","1","1","0","9","8","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0801'","Physics, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","52","48","4","0","0","0","2","2","0","1","1","0","4","4","0","0","0","0","35","32","3","1","1","0","9","8","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","First major","'40.0801'","Physics, General","Doctor's degree - research/scholarship","No","12","10","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","8","7","1","0","0","0","3","2","1","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.05'","Chemistry","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.05'","Chemistry","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.0501'","Chemistry, General","Bachelor's degree","No","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.0501'","Chemistry, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.0501'","Chemistry, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.06'","Geological and Earth Sciences/Geosciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.0601'","Geology/Earth Science, General","Bachelor's degree","No","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.0601'","Geology/Earth Science, General","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"110714","University of California-Santa Cruz","2012","Second major","'40.0601'","Geology/Earth Science, General","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","-2"
"112075","Concordia University-Irvine","2012","First major","'40'","Physical Sciences","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"112075","Concordia University-Irvine","2012","First major","'40'","Physical Sciences","Degrees total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"112075","Concordia University-Irvine","2012","First major","'40'","Physical Sciences","Degrees/certificates total","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
"112075","Concordia University-Irvine","2012","First major","'40.05'","Chemistry","Bachelor's degree","Not applicable (2- and  4-digit cip or aggregated award level categories )","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","-2"
